Order ID,Order Date,Region,Product Category,Product,Quantity,Unit Price,Total Sales,Month,Customer ID,Repeat Customer,Quarter
1001,2022-04-13,East,Electronics,Chair,6,210.81,1264.86,2022-04,CUST0019,Yes,2022Q2
1002,2022-12-15,East,Office Supplies,Notebook,2,210.81,421.62,2022-12,CUST0195,No,2022Q4
1003,2022-09-28,North,Electronics,Phone,4,210.81,843.24,2022-09,CUST0175,No,2022Q3
1004,2022-04-17,South,Office Supplies,Monitor,3,210.81,632.43,2022-04,CUST0141,No,2022Q2
1005,2022-03-13,South,Electronics,Printer,7,210.81,1475.67,2022-03,CUST0246,No,2022Q1
1006,2022-07-08,West,Furniture,Pen,9,210.81,1574.75,2022-07,CUST0093,No,2022Q3
1007,2022-01-21,South,Office Supplies,Chair,5,210.81,1054.05,2022-01,CUST0239,No,2022Q1
1008,2022-04-13,North,Office Supplies,Printer,6,210.81,1264.86,2022-04,CUST0205,No,2022Q2
1009,2022-05-02,East,Office Supplies,Printer,2,210.81,421.62,2022-05,CUST0048,No,2022Q2
1010,2022-08-03,South,Office Supplies,Laptop,3,210.81,632.43,2022-08,CUST0245,Yes,2022Q3
1011,2022-11-27,West,Furniture,Phone,3,210.81,632.43,2022-11,CUST0295,No,2022Q4
1012,2022-03-29,South,Office Supplies,Chair,9,210.81,1897.29,2022-03,CUST0128,No,2022Q1
1013,2022-04-10,North,Furniture,Notebook,7,210.81,1475.67,2022-04,CUST0282,No,2022Q2
1014,2022-12-26,West,Furniture,Pen,8,210.81,1686.48,2022-12,CUST0017,No,2022Q4
1015,2022-06-01,South,Furniture,Chair,9,210.81,1897.29,2022-06,CUST0071,No,2022Q2
1016,2022-05-11,West,Furniture,Notebook,6,210.81,1264.86,2022-05,CUST0269,No,2022Q2
1017,2022-05-30,North,Electronics,Printer,4,210.81,843.24,2022-05,CUST0282,Yes,2022Q2
1018,2022-11-05,East,Electronics,Pen,1,210.81,210.81,2022-11,CUST0007,Yes,2022Q4
1019,2022-09-15,North,Office Supplies,Notebook,8,210.81,1686.48,2022-09,CUST0103,No,2022Q3
1020,2022-12-10,North,Electronics,Monitor,7,210.81,1475.67,2022-12,CUST0193,No,2022Q4
1021,2022-10-21,North,Electronics,Notebook,2,210.81,421.62,2022-10,CUST0241,No,2022Q4
1022,2022-07-11,North,Office Supplies,Laptop,8,210.81,1686.48,2022-07,CUST0062,Yes,2022Q3
1023,2022-10-04,East,Office Supplies,Phone,5,210.81,1054.05,2022-10,CUST0017,Yes,2022Q4
1024,2022-06-10,East,Office Supplies,Printer,7,210.81,1475.67,2022-06,CUST0171,No,2022Q2
1025,2022-11-10,West,Electronics,Notebook,4,210.81,843.24,2022-11,CUST0025,No,2022Q4
1026,2022-01-22,South,Electronics,Phone,5,210.81,1054.05,2022-01,CUST0251,Yes,2022Q1
1027,2022-09-10,East,Office Supplies,Desk,8,210.81,1686.48,2022-09,CUST0253,No,2022Q3
1028,2022-08-24,East,Furniture,Desk,1,210.81,210.81,2022-08,CUST0207,No,2022Q3
1029,2022-12-11,South,Office Supplies,Phone,1,210.81,210.81,2022-12,CUST0029,No,2022Q4
1030,2022-02-18,East,Furniture,Phone,4,210.81,843.24,2022-02,CUST0117,No,2022Q1
1031,2022-02-28,North,Furniture,Laptop,3,210.81,632.43,2022-02,CUST0282,Yes,2022Q1
1032,2022-06-19,North,Office Supplies,Monitor,2,210.81,421.62,2022-06,CUST0144,Yes,2022Q2
1033,2022-07-07,South,Office Supplies,Printer,3,210.81,632.43,2022-07,CUST0025,No,2022Q3
1034,2022-09-28,West,Office Supplies,Chair,1,210.81,174.97,2022-09,CUST0156,No,2022Q3
1035,2022-07-09,West,Electronics,Laptop,1,210.81,174.97,2022-07,CUST0073,No,2022Q3
1036,2022-06-24,South,Furniture,Monitor,6,210.81,1264.86,2022-06,CUST0120,No,2022Q2
1037,2022-02-20,South,Electronics,Phone,5,210.81,1054.05,2022-02,CUST0093,No,2022Q1
1038,2022-12-30,North,Electronics,Chair,8,210.81,1686.48,2022-12,CUST0086,No,2022Q4
1039,2022-02-24,West,Office Supplies,Phone,2,210.81,421.62,2022-02,CUST0118,No,2022Q1
1040,2022-09-01,East,Electronics,Phone,4,210.81,843.24,2022-09,CUST0233,No,2022Q3
1041,2022-11-16,North,Office Supplies,Desk,8,210.81,1686.48,2022-11,CUST0199,No,2022Q4
1042,2022-05-11,South,Furniture,Desk,6,210.81,1264.86,2022-05,CUST0206,No,2022Q2
1043,2022-11-03,West,Office Supplies,Chair,1,210.81,210.81,2022-11,CUST0147,No,2022Q4
1044,2022-05-15,East,Electronics,Laptop,4,210.81,843.24,2022-05,CUST0271,No,2022Q2
1045,2022-01-21,East,Electronics,Desk,1,210.81,210.81,2022-01,CUST0139,Yes,2022Q1
1046,2022-11-25,North,Office Supplies,Printer,2,210.81,421.62,2022-11,CUST0181,No,2022Q4
1047,2022-06-16,West,Office Supplies,Phone,5,210.81,1054.05,2022-06,CUST0030,No,2022Q2
1048,2022-10-01,West,Electronics,Pen,8,210.81,1686.48,2022-10,CUST0057,Yes,2022Q4
1049,2022-03-30,South,Furniture,Notebook,8,210.81,1686.48,2022-03,CUST0232,Yes,2022Q1
1050,2022-11-12,West,Furniture,Chair,3,210.81,632.43,2022-11,CUST0146,No,2022Q4
1051,2022-01-14,West,Office Supplies,Chair,4,210.81,843.24,2022-01,CUST0048,Yes,2022Q1
1052,2022-08-30,North,Furniture,Desk,6,210.81,1264.86,2022-08,CUST0194,No,2022Q3
1053,2022-09-22,West,Electronics,Laptop,3,210.81,524.92,2022-09,CUST0224,No,2022Q3
1054,2022-12-12,East,Office Supplies,Phone,2,210.81,421.62,2022-12,CUST0136,No,2022Q4
1055,2022-02-22,North,Electronics,Printer,6,210.81,1264.86,2022-02,CUST0022,No,2022Q1
1056,2022-12-06,North,Electronics,Laptop,5,210.81,1054.05,2022-12,CUST0006,No,2022Q4
1057,2022-04-02,South,Furniture,Monitor,5,210.81,1054.05,2022-04,CUST0204,No,2022Q2
1058,2022-09-21,West,Office Supplies,Monitor,5,210.81,874.86,2022-09,CUST0239,No,2022Q3
1059,2022-02-04,South,Office Supplies,Pen,5,210.81,1054.05,2022-02,CUST0185,No,2022Q1
1060,2022-07-25,East,Furniture,Desk,3,210.81,632.43,2022-07,CUST0292,No,2022Q3
1061,2022-03-22,North,Electronics,Desk,7,210.81,1475.67,2022-03,CUST0220,No,2022Q1
1062,2022-02-19,North,Electronics,Desk,6,210.81,1264.86,2022-02,CUST0116,No,2022Q1
1063,2022-12-26,North,Electronics,Pen,4,210.81,843.24,2022-12,CUST0049,Yes,2022Q4
1064,2022-01-02,East,Electronics,Monitor,2,210.81,421.62,2022-01,CUST0173,Yes,2022Q1
1065,2022-02-23,East,Office Supplies,Laptop,9,210.81,1897.29,2022-02,CUST0082,Yes,2022Q1
1066,2022-04-16,South,Office Supplies,Pen,1,210.81,210.81,2022-04,CUST0045,No,2022Q2
1067,2022-09-17,South,Furniture,Pen,4,210.81,843.24,2022-09,CUST0020,Yes,2022Q3
1068,2022-11-06,South,Furniture,Laptop,1,210.81,210.81,2022-11,CUST0221,No,2022Q4
1069,2022-07-10,West,Office Supplies,Desk,6,210.81,1049.83,2022-07,CUST0123,No,2022Q3
1070,2022-08-06,North,Office Supplies,Printer,4,210.81,843.24,2022-08,CUST0234,No,2022Q3
1071,2022-02-13,North,Electronics,Laptop,5,210.81,1054.05,2022-02,CUST0221,No,2022Q1
1072,2022-06-11,South,Electronics,Monitor,5,210.81,1054.05,2022-06,CUST0003,No,2022Q2
1073,2022-07-21,North,Furniture,Chair,9,210.81,1897.29,2022-07,CUST0182,No,2022Q3
1074,2022-09-27,South,Office Supplies,Phone,1,210.81,210.81,2022-09,CUST0206,Yes,2022Q3
1075,2022-12-17,West,Furniture,Chair,2,210.81,421.62,2022-12,CUST0040,No,2022Q4
1076,2022-10-31,West,Office Supplies,Notebook,6,210.81,1264.86,2022-10,CUST0059,No,2022Q4
1077,2022-09-28,East,Electronics,Notebook,5,210.81,1054.05,2022-09,CUST0062,Yes,2022Q3
1078,2022-08-03,West,Furniture,Pen,7,210.81,1224.81,2022-08,CUST0132,No,2022Q3
1079,2022-09-09,South,Furniture,Phone,3,210.81,632.43,2022-09,CUST0060,No,2022Q3
1080,2022-07-09,West,Office Supplies,Chair,3,210.81,524.92,2022-07,CUST0122,No,2022Q3
1081,2022-10-23,East,Electronics,Printer,2,210.81,421.62,2022-10,CUST0107,No,2022Q4
1082,2022-08-01,North,Furniture,Desk,3,210.81,632.43,2022-08,CUST0096,No,2022Q3
1083,2022-07-27,South,Electronics,Monitor,1,210.81,210.81,2022-07,CUST0235,No,2022Q3
1084,2022-08-25,North,Furniture,Notebook,5,210.81,1054.05,2022-08,CUST0062,No,2022Q3
1085,2022-12-04,East,Electronics,Printer,5,210.81,1054.05,2022-12,CUST0256,No,2022Q4
1086,2022-02-22,East,Office Supplies,Monitor,7,210.81,1475.67,2022-02,CUST0049,No,2022Q1
1087,2022-10-07,East,Furniture,Monitor,4,210.81,843.24,2022-10,CUST0159,No,2022Q4
1088,2022-08-05,North,Furniture,Desk,3,210.81,632.43,2022-08,CUST0124,No,2022Q3
1089,2022-09-09,North,Electronics,Phone,1,210.81,210.81,2022-09,CUST0207,Yes,2022Q3
1090,2022-07-07,North,Electronics,Pen,8,210.81,1686.48,2022-07,CUST0048,No,2022Q3
1091,2022-02-10,North,Furniture,Chair,3,210.81,632.43,2022-02,CUST0136,No,2022Q1
1092,2022-06-06,East,Office Supplies,Desk,2,210.81,421.62,2022-06,CUST0201,No,2022Q2
1093,2022-01-15,East,Electronics,Printer,4,210.81,843.24,2022-01,CUST0250,No,2022Q1
1094,2022-10-28,South,Electronics,Pen,3,210.81,632.43,2022-10,CUST0295,No,2022Q4
1095,2022-03-06,South,Electronics,Printer,1,210.81,210.81,2022-03,CUST0209,No,2022Q1
1096,2022-12-11,North,Furniture,Pen,3,210.81,632.43,2022-12,CUST0211,Yes,2022Q4
1097,2022-11-23,West,Furniture,Phone,2,210.81,421.62,2022-11,CUST0192,Yes,2022Q4
1098,2022-01-09,West,Furniture,Notebook,8,210.81,1686.48,2022-01,CUST0044,No,2022Q1
1099,2022-12-10,East,Furniture,Printer,6,210.81,1264.86,2022-12,CUST0029,Yes,2022Q4
1100,2022-05-09,East,Office Supplies,Desk,9,210.81,1897.29,2022-05,CUST0059,No,2022Q2
1101,2022-05-16,East,Office Supplies,Pen,8,210.81,1686.48,2022-05,CUST0071,No,2022Q2
1102,2022-03-04,South,Furniture,Pen,3,210.81,632.43,2022-03,CUST0092,No,2022Q1
1103,2022-05-19,South,Office Supplies,Monitor,5,210.81,1054.05,2022-05,CUST0265,No,2022Q2
1104,2022-03-22,East,Electronics,Monitor,7,210.81,1475.67,2022-03,CUST0220,Yes,2022Q1
1105,2022-06-12,East,Electronics,Laptop,5,210.81,1054.05,2022-06,CUST0215,No,2022Q2
1106,2022-10-16,East,Electronics,Printer,8,210.81,1686.48,2022-10,CUST0277,No,2022Q4
1107,2022-09-18,West,Furniture,Monitor,5,210.81,874.86,2022-09,CUST0064,Yes,2022Q3
1108,2022-08-19,South,Electronics,Laptop,1,210.81,210.81,2022-08,CUST0292,No,2022Q3
1109,2022-02-10,West,Office Supplies,Notebook,5,210.81,1054.05,2022-02,CUST0245,No,2022Q1
1110,2022-01-28,West,Furniture,Notebook,4,210.81,843.24,2022-01,CUST0062,No,2022Q1
1111,2022-05-15,East,Office Supplies,Monitor,6,210.81,1264.86,2022-05,CUST0170,Yes,2022Q2
1112,2022-07-20,East,Electronics,Printer,3,210.81,632.43,2022-07,CUST0269,Yes,2022Q3
1113,2022-11-24,North,Electronics,Pen,5,210.81,1054.05,2022-11,CUST0267,No,2022Q4
1114,2022-09-25,North,Electronics,Chair,2,210.81,421.62,2022-09,CUST0054,No,2022Q3
1115,2022-02-02,West,Furniture,Phone,6,210.81,1264.86,2022-02,CUST0016,No,2022Q1
1116,2022-02-17,South,Office Supplies,Printer,6,210.81,1264.86,2022-02,CUST0008,Yes,2022Q1
1117,2022-03-03,East,Furniture,Phone,5,210.81,1054.05,2022-03,CUST0104,No,2022Q1
1118,2022-08-04,East,Furniture,Desk,6,210.81,1264.86,2022-08,CUST0059,No,2022Q3
1119,2022-10-20,West,Electronics,Notebook,7,210.81,1475.67,2022-10,CUST0040,Yes,2022Q4
1120,2022-04-09,North,Furniture,Monitor,5,210.81,1054.05,2022-04,CUST0237,No,2022Q2
1121,2022-06-21,South,Furniture,Monitor,1,210.81,210.81,2022-06,CUST0094,No,2022Q2
1122,2022-12-26,North,Electronics,Phone,8,210.81,1686.48,2022-12,CUST0222,No,2022Q4
1123,2022-08-02,North,Furniture,Pen,4,210.81,843.24,2022-08,CUST0204,Yes,2022Q3
1124,2022-02-04,North,Electronics,Phone,9,210.81,1897.29,2022-02,CUST0138,No,2022Q1
1125,2022-08-15,North,Electronics,Desk,6,210.81,1264.86,2022-08,CUST0207,No,2022Q3
1126,2022-04-11,East,Electronics,Pen,1,210.81,210.81,2022-04,CUST0081,No,2022Q2
1127,2022-05-11,East,Electronics,Desk,3,210.81,632.43,2022-05,CUST0218,No,2022Q2
1128,2022-09-14,North,Furniture,Chair,3,210.81,632.43,2022-09,CUST0002,No,2022Q3
1129,2022-01-05,South,Electronics,Notebook,4,210.81,843.24,2022-01,CUST0178,No,2022Q1
1130,2022-08-06,West,Electronics,Monitor,6,210.81,1049.83,2022-08,CUST0279,Yes,2022Q3
1131,2022-09-12,South,Furniture,Monitor,7,210.81,1475.67,2022-09,CUST0146,No,2022Q3
1132,2022-12-25,South,Furniture,Chair,4,210.81,843.24,2022-12,CUST0224,No,2022Q4
1133,2022-10-10,South,Office Supplies,Laptop,6,210.81,1264.86,2022-10,CUST0062,No,2022Q4
1134,2022-07-26,North,Furniture,Notebook,1,210.81,210.81,2022-07,CUST0294,No,2022Q3
1135,2022-01-15,East,Furniture,Pen,8,210.81,1686.48,2022-01,CUST0239,Yes,2022Q1
1136,2022-12-12,South,Office Supplies,Chair,7,210.81,1475.67,2022-12,CUST0195,No,2022Q4
1137,2022-02-11,North,Furniture,Pen,9,210.81,1897.29,2022-02,CUST0166,No,2022Q1
1138,2022-06-28,South,Furniture,Phone,3,210.81,632.43,2022-06,CUST0222,No,2022Q2
1139,2022-03-04,South,Furniture,Printer,2,210.81,421.62,2022-03,CUST0061,No,2022Q1
1140,2022-12-18,North,Furniture,Monitor,1,210.81,210.81,2022-12,CUST0129,No,2022Q4
1141,2022-08-19,East,Office Supplies,Pen,3,210.81,632.43,2022-08,CUST0173,No,2022Q3
1142,2022-08-29,East,Furniture,Desk,5,210.81,1054.05,2022-08,CUST0156,Yes,2022Q3
1143,2022-02-21,West,Furniture,Pen,2,210.81,421.62,2022-02,CUST0110,Yes,2022Q1
1144,2022-04-06,North,Office Supplies,Printer,3,210.81,632.43,2022-04,CUST0269,No,2022Q2
1145,2022-08-10,West,Electronics,Notebook,4,210.81,699.89,2022-08,CUST0278,Yes,2022Q3
1146,2022-08-19,West,Office Supplies,Monitor,7,210.81,1224.81,2022-08,CUST0074,No,2022Q3
1147,2022-08-25,West,Electronics,Phone,3,210.81,524.92,2022-08,CUST0207,No,2022Q3
1148,2022-05-23,East,Office Supplies,Chair,9,210.81,1897.29,2022-05,CUST0279,No,2022Q2
1149,2022-06-20,North,Office Supplies,Phone,8,210.81,1686.48,2022-06,CUST0204,No,2022Q2
1150,2022-01-29,West,Furniture,Printer,4,210.81,843.24,2022-01,CUST0161,No,2022Q1
1151,2022-02-05,North,Electronics,Monitor,1,210.81,210.81,2022-02,CUST0028,No,2022Q1
1152,2022-01-13,North,Furniture,Pen,1,210.81,210.81,2022-01,CUST0257,No,2022Q1
1153,2022-06-09,East,Electronics,Notebook,1,210.81,210.81,2022-06,CUST0165,No,2022Q2
1154,2022-11-23,West,Office Supplies,Laptop,1,210.81,210.81,2022-11,CUST0063,No,2022Q4
1155,2022-07-06,West,Office Supplies,Notebook,8,210.81,1399.78,2022-07,CUST0022,Yes,2022Q3
1156,2022-08-31,North,Electronics,Laptop,3,210.81,632.43,2022-08,CUST0070,No,2022Q3
1157,2022-03-27,South,Furniture,Desk,6,210.81,1264.86,2022-03,CUST0096,No,2022Q1
1158,2022-10-11,East,Furniture,Notebook,3,210.81,632.43,2022-10,CUST0163,No,2022Q4
1159,2022-03-07,East,Furniture,Monitor,5,210.81,1054.05,2022-03,CUST0079,No,2022Q1
1160,2022-06-19,East,Furniture,Laptop,7,210.81,1475.67,2022-06,CUST0005,Yes,2022Q2
1161,2022-02-14,East,Office Supplies,Chair,2,210.81,421.62,2022-02,CUST0120,No,2022Q1
1162,2022-03-03,West,Office Supplies,Monitor,6,210.81,1264.86,2022-03,CUST0178,No,2022Q1
1163,2022-05-14,West,Office Supplies,Chair,6,210.81,1264.86,2022-05,CUST0176,Yes,2022Q2
1164,2022-10-11,South,Office Supplies,Notebook,3,210.81,632.43,2022-10,CUST0217,No,2022Q4
1165,2022-01-28,East,Office Supplies,Chair,6,210.81,1264.86,2022-01,CUST0056,No,2022Q1
1166,2022-04-18,East,Furniture,Laptop,5,210.81,1054.05,2022-04,CUST0187,No,2022Q2
1167,2022-02-13,North,Furniture,Monitor,2,210.81,421.62,2022-02,CUST0232,Yes,2022Q1
1168,2022-12-06,West,Furniture,Pen,9,210.81,1897.29,2022-12,CUST0255,No,2022Q4
1169,2022-10-13,East,Furniture,Printer,8,210.81,1686.48,2022-10,CUST0104,No,2022Q4
1170,2022-11-27,South,Office Supplies,Laptop,3,210.81,632.43,2022-11,CUST0077,No,2022Q4
1171,2022-05-08,South,Office Supplies,Laptop,8,210.81,1686.48,2022-05,CUST0230,No,2022Q2
1172,2022-12-14,West,Office Supplies,Pen,9,210.81,1897.29,2022-12,CUST0258,No,2022Q4
1173,2022-08-19,South,Electronics,Monitor,3,210.81,632.43,2022-08,CUST0264,No,2022Q3
1174,2022-07-09,South,Furniture,Monitor,3,210.81,632.43,2022-07,CUST0182,No,2022Q3
1175,2022-08-13,West,Furniture,Phone,2,210.81,349.94,2022-08,CUST0256,Yes,2022Q3
1176,2022-10-10,East,Office Supplies,Notebook,8,210.81,1686.48,2022-10,CUST0038,Yes,2022Q4
1177,2022-05-01,East,Furniture,Chair,1,210.81,210.81,2022-05,CUST0176,No,2022Q2
1178,2022-04-26,South,Furniture,Notebook,8,210.81,1686.48,2022-04,CUST0027,Yes,2022Q2
1179,2022-08-21,South,Office Supplies,Pen,7,210.81,1475.67,2022-08,CUST0276,No,2022Q3
1180,2022-09-16,East,Electronics,Notebook,7,210.81,1475.67,2022-09,CUST0140,No,2022Q3
1181,2022-12-25,West,Electronics,Pen,3,210.81,632.43,2022-12,CUST0299,No,2022Q4
1182,2022-07-17,South,Electronics,Monitor,1,210.81,210.81,2022-07,CUST0287,Yes,2022Q3
1183,2022-05-17,North,Office Supplies,Chair,4,210.81,843.24,2022-05,CUST0091,Yes,2022Q2
1184,2022-11-14,West,Furniture,Notebook,9,210.81,1897.29,2022-11,CUST0061,No,2022Q4
1185,2022-06-14,South,Office Supplies,Laptop,5,210.81,1054.05,2022-06,CUST0163,Yes,2022Q2
1186,2022-08-13,South,Office Supplies,Desk,1,210.81,210.81,2022-08,CUST0143,No,2022Q3
1187,2022-11-03,North,Furniture,Phone,5,210.81,1054.05,2022-11,CUST0253,Yes,2022Q4
1188,2022-08-22,North,Electronics,Printer,8,210.81,1686.48,2022-08,CUST0269,Yes,2022Q3
1189,2022-06-21,East,Electronics,Laptop,8,210.81,1686.48,2022-06,CUST0291,No,2022Q2
1190,2022-06-01,West,Office Supplies,Monitor,5,210.81,1054.05,2022-06,CUST0187,Yes,2022Q2
1191,2022-11-11,West,Electronics,Printer,9,210.81,1897.29,2022-11,CUST0291,No,2022Q4
1192,2022-06-09,East,Office Supplies,Desk,1,210.81,210.81,2022-06,CUST0086,No,2022Q2
1193,2022-04-06,West,Office Supplies,Desk,4,210.81,843.24,2022-04,CUST0166,No,2022Q2
1194,2022-08-21,West,Furniture,Chair,3,210.81,524.92,2022-08,CUST0114,No,2022Q3
1195,2022-06-29,West,Furniture,Printer,2,210.81,421.62,2022-06,CUST0183,Yes,2022Q2
1196,2022-04-23,West,Furniture,Chair,8,210.81,1686.48,2022-04,CUST0207,No,2022Q2
1197,2022-11-14,West,Office Supplies,Laptop,7,210.81,1475.67,2022-11,CUST0256,No,2022Q4
1198,2022-02-21,North,Furniture,Pen,9,210.81,1897.29,2022-02,CUST0235,Yes,2022Q1
1199,2022-09-25,West,Electronics,Pen,2,210.81,349.94,2022-09,CUST0003,Yes,2022Q3
1200,2022-10-22,North,Electronics,Pen,4,210.81,843.24,2022-10,CUST0208,No,2022Q4
1201,2022-04-23,West,Office Supplies,Printer,6,210.81,1264.86,2022-04,CUST0197,Yes,2022Q2
1202,2022-04-11,East,Office Supplies,Pen,3,210.81,632.43,2022-04,CUST0125,No,2022Q2
1203,2022-04-23,South,Furniture,Laptop,8,210.81,1686.48,2022-04,CUST0138,Yes,2022Q2
1204,2022-03-22,North,Office Supplies,Chair,3,210.81,632.43,2022-03,CUST0025,No,2022Q1
1205,2022-07-06,West,Office Supplies,Printer,2,210.81,349.94,2022-07,CUST0068,No,2022Q3
1206,2022-04-23,East,Electronics,Chair,3,210.81,632.43,2022-04,CUST0061,No,2022Q2
1207,2022-01-02,South,Electronics,Printer,6,210.81,1264.86,2022-01,CUST0029,No,2022Q1
1208,2022-05-10,North,Furniture,Chair,2,210.81,421.62,2022-05,CUST0019,No,2022Q2
1209,2022-08-08,South,Office Supplies,Desk,8,210.81,1686.48,2022-08,CUST0171,No,2022Q3
1210,2022-02-23,East,Office Supplies,Chair,1,210.81,210.81,2022-02,CUST0074,No,2022Q1
1211,2022-12-09,North,Electronics,Pen,7,210.81,1475.67,2022-12,CUST0061,Yes,2022Q4
1212,2022-08-12,South,Office Supplies,Desk,2,210.81,421.62,2022-08,CUST0153,No,2022Q3
1213,2022-08-13,West,Electronics,Chair,6,210.81,1049.83,2022-08,CUST0276,No,2022Q3
1214,2022-05-06,North,Furniture,Printer,2,210.81,421.62,2022-05,CUST0048,No,2022Q2
1215,2022-05-10,South,Electronics,Printer,2,210.81,421.62,2022-05,CUST0211,No,2022Q2
1216,2022-02-22,East,Office Supplies,Phone,8,210.81,1686.48,2022-02,CUST0139,Yes,2022Q1
1217,2022-06-21,East,Furniture,Printer,2,210.81,421.62,2022-06,CUST0110,Yes,2022Q2
1218,2022-08-06,North,Electronics,Monitor,7,210.81,1475.67,2022-08,CUST0183,No,2022Q3
1219,2022-06-09,South,Electronics,Laptop,3,210.81,632.43,2022-06,CUST0028,No,2022Q2
1220,2022-07-17,North,Furniture,Printer,8,210.81,1686.48,2022-07,CUST0197,Yes,2022Q3
1221,2022-09-04,North,Furniture,Desk,7,210.81,1475.67,2022-09,CUST0191,No,2022Q3
1222,2022-11-20,South,Electronics,Phone,8,210.81,1686.48,2022-11,CUST0051,Yes,2022Q4
1223,2022-07-22,South,Office Supplies,Printer,7,210.81,1475.67,2022-07,CUST0149,No,2022Q3
1224,2022-07-03,West,Electronics,Monitor,6,210.81,1049.83,2022-07,CUST0268,Yes,2022Q3
1225,2022-05-03,South,Furniture,Pen,7,210.81,1475.67,2022-05,CUST0050,No,2022Q2
1226,2022-09-12,East,Electronics,Desk,5,210.81,1054.05,2022-09,CUST0246,No,2022Q3
1227,2022-10-21,North,Furniture,Monitor,7,210.81,1475.67,2022-10,CUST0113,Yes,2022Q4
1228,2022-10-07,North,Furniture,Pen,1,210.81,210.81,2022-10,CUST0170,No,2022Q4
1229,2022-11-21,East,Office Supplies,Notebook,1,210.81,210.81,2022-11,CUST0166,No,2022Q4
1230,2022-04-08,South,Furniture,Notebook,9,210.81,1897.29,2022-04,CUST0014,No,2022Q2
1231,2022-07-17,East,Furniture,Desk,5,210.81,1054.05,2022-07,CUST0203,No,2022Q3
1232,2022-08-28,East,Office Supplies,Chair,5,210.81,1054.05,2022-08,CUST0288,No,2022Q3
1233,2022-05-24,West,Furniture,Laptop,3,210.81,632.43,2022-05,CUST0189,No,2022Q2
1234,2022-04-07,East,Office Supplies,Phone,5,210.81,1054.05,2022-04,CUST0155,No,2022Q2
1235,2022-07-20,North,Office Supplies,Laptop,3,210.81,632.43,2022-07,CUST0055,No,2022Q3
1236,2022-05-04,East,Furniture,Monitor,9,210.81,1897.29,2022-05,CUST0182,Yes,2022Q2
1237,2022-07-06,North,Furniture,Pen,9,210.81,1897.29,2022-07,CUST0210,No,2022Q3
1238,2022-11-22,North,Electronics,Laptop,6,210.81,1264.86,2022-11,CUST0075,No,2022Q4
1239,2022-12-15,North,Office Supplies,Pen,1,210.81,210.81,2022-12,CUST0277,No,2022Q4
1240,2022-09-16,South,Electronics,Pen,7,210.81,1475.67,2022-09,CUST0133,No,2022Q3
1241,2022-05-28,West,Furniture,Monitor,7,210.81,1475.67,2022-05,CUST0059,No,2022Q2
1242,2022-09-09,North,Electronics,Monitor,4,210.81,843.24,2022-09,CUST0182,No,2022Q3
1243,2022-12-12,North,Office Supplies,Monitor,8,210.81,1686.48,2022-12,CUST0064,No,2022Q4
1244,2022-05-27,South,Electronics,Laptop,6,210.81,1264.86,2022-05,CUST0260,No,2022Q2
1245,2022-05-28,North,Office Supplies,Notebook,4,210.81,843.24,2022-05,CUST0193,No,2022Q2
1246,2022-12-18,East,Furniture,Monitor,4,210.81,843.24,2022-12,CUST0143,No,2022Q4
1247,2022-07-18,East,Furniture,Phone,2,210.81,421.62,2022-07,CUST0104,No,2022Q3
1248,2022-11-04,West,Office Supplies,Laptop,2,210.81,421.62,2022-11,CUST0214,No,2022Q4
